Scientific name	Protein	BioSample	Isolate	Contig	Start	Stop	Strand	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	% Identity to reference	Organism group	Strain	Location	Isolation source	Isolation type	Host	Assembly	Collection date	Contig coverage	Assembly coverage
Escherichia coli	HAJ6921040.1	SAMN07682683	PDT000417096.1	DABIDM010000078.1	230	1042	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039805.1	2016/9/6	82	100
Escherichia coli	HAJ6921388.1	SAMN07682683	PDT000417096.1	DABIDM010000197.1	231	1043	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039805.1	2016/9/6	74	100
Escherichia coli	HAJ6873681.1	SAMN07682684	PDT000417097.1	DABIDH010000062.1	228	1040	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039665.1	2016/9/6	37	94
Escherichia coli	HAJ6874084.1	SAMN07682684	PDT000417097.1	DABIDH010000171.1	229	1041	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039665.1	2016/9/6	34	94
Escherichia coli	HAJ6889485.1	SAMN07682685	PDT000417098.1	DABIDK010000077.1	230	1042	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039725.1	2016/9/6	43	87
Escherichia coli	HAJ6890306.1	SAMN07682685	PDT000417098.1	DABIDK010000345.1	231	1043	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039725.1	2016/9/6	38	87
Escherichia coli	HAJ6821488.1	SAMN07682663	PDT000417111.1	DABICX010000071.1	231	1043	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Lung	clinical	Broiler	GCA_013038985.1	2016/9/6	38	91
Escherichia coli	HAJ6821889.1	SAMN07682663	PDT000417111.1	DABICX010000185.1	231	1043	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Lung	clinical	Broiler	GCA_013038985.1	2016/9/6	35	91
Escherichia coli	HAJ6816314.1	SAMN07682664	PDT000417112.1	DABICW010000106.1	492	1304	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Liver	clinical	Broiler	GCA_013038805.1	2016/9/6	52	97
Escherichia coli	HAJ6816594.1	SAMN07682664	PDT000417112.1	DABICW010000202.1	5530	6342	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Liver	clinical	Broiler	GCA_013038805.1	2016/9/6	52	97
Escherichia coli	HAJ6794867.1	SAMN07682666	PDT000417113.1	DABICT010000052.1	228	1040	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Liver	clinical	Broiler	GCA_013039065.1	2016/9/6	44	94
Escherichia coli	HAJ6795301.1	SAMN07682666	PDT000417113.1	DABICT010000123.1	229	1041	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Liver	clinical	Broiler	GCA_013039065.1	2016/9/6	38	94
Escherichia coli	HAJ6827195.1	SAMN07682667	PDT000417114.1	DABICY010000095.1	228	1040	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Feces	clinical	Broiler	GCA_013038745.1	2016/9/6	33	94
Escherichia coli	HAJ6827574.1	SAMN07682667	PDT000417114.1	DABICY010000216.1	229	1041	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Feces	clinical	Broiler	GCA_013038745.1	2016/9/6	31	94
Escherichia coli	HAJ6811122.1	SAMN07682668	PDT000417115.1	DABICV010000072.1	228	1040	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Feces	clinical	Broiler	GCA_013039405.1	2016/9/6	50	96
Escherichia coli	HAJ6811561.1	SAMN07682668	PDT000417115.1	DABICV010000212.1	229	1041	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Feces	clinical	Broiler	GCA_013039405.1	2016/9/6	50	96
Escherichia coli	HAJ6805329.1	SAMN07682669	PDT000417116.1	DABICU010000079.1	231	1043	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken feces	clinical	Broiler	GCA_013039025.1	2016/9/6	50	108
Escherichia coli	HAJ6805705.1	SAMN07682669	PDT000417116.1	DABICU010000181.1	232	1044	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken feces	clinical	Broiler	GCA_013039025.1	2016/9/6	48	108
Escherichia coli	HAJ6789951.1	SAMN07682670	PDT000417117.1	DABICS010000076.1	231	1043	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039155.1	2016/9/6	79	103
Escherichia coli	HAJ6790301.1	SAMN07682670	PDT000417117.1	DABICS010000184.1	232	1044	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039155.1	2016/9/6	66	103
Escherichia coli	HAJ6784805.1	SAMN07682672	PDT000417118.1	DABICR010000122.1	230	1042	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039605.1	2016/9/6	52	102
Escherichia coli	HAJ6785011.1	SAMN07682672	PDT000417118.1	DABICR010000201.1	231	1043	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039605.1	2016/9/6	52	102
Escherichia coli	HAJ6779898.1	SAMN07682673	PDT000417119.1	DABICP010000107.1	220	1032	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken faeces	clinical	Broiler	GCA_013039565.1	2016/9/6	179	116
Escherichia coli	HAJ6780073.1	SAMN07682673	PDT000417119.1	DABICP010000185.1	163	975	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken faeces	clinical	Broiler	GCA_013039565.1	2016/9/6	176	116
Escherichia coli	HAJ6774927.1	SAMN07682674	PDT000417120.1	DABICQ010000084.1	230	1042	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken slaughterhouse	environmental/other		GCA_013039585.1	2016/9/6	38	88
Escherichia coli	HAJ6775333.1	SAMN07682674	PDT000417120.1	DABICQ010000211.1	231	1043	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken slaughterhouse	environmental/other		GCA_013039585.1	2016/9/6	36	88
Escherichia coli	HAJ6764468.1	SAMN07682676	PDT000417121.1	DABICO010000081.1	230	1042	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039525.1	2016/9/6	57	99
Escherichia coli	HAJ6764689.1	SAMN07682676	PDT000417121.1	DABICO010000147.1	231	1043	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039525.1	2016/9/6	58	99
Escherichia coli	HAJ6759343.1	SAMN07682677	PDT000417122.1	DABICM010000098.1	230	1042	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039545.1	2016/9/6	56	102
Escherichia coli	HAJ6759585.1	SAMN07682677	PDT000417122.1	DABICM010000173.1	231	1043	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039545.1	2016/9/6	53	102
Escherichia coli	HAJ6769594.1	SAMN07682678	PDT000417123.1	DABICN010000086.1	230	1042	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039485.1	2016/9/6	50	102
Escherichia coli	HAJ6769822.1	SAMN07682678	PDT000417123.1	DABICN010000147.1	231	1043	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken Faeces	clinical	Broiler	GCA_013039485.1	2016/9/6	51	102
Escherichia coli	HAJ6754435.1	SAMN07682680	PDT000417124.1	DABICK010000114.1	162	974	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Pig Liver	clinical	swine	GCA_013039505.1	2016/9/6	135	107
Escherichia coli	HAJ6754747.1	SAMN07682680	PDT000417124.1	DABICK010000176.1	163	975	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Pig Liver	clinical	swine	GCA_013039505.1	2016/9/6	136	107
Escherichia coli	HAJ6506984.1	SAMN07682687	PDT000417172.1	DABIAS010000079.1	231	1043	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken dung channel	environmental/other		GCA_013038265.1	2016/12/16	136	279
Escherichia coli	HAJ6507318.1	SAMN07682687	PDT000417172.1	DABIAS010000145.1	231	1043	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken dung channel	environmental/other		GCA_013038265.1	2016/12/16	131	279
Escherichia coli	HAJ6522870.1	SAMN07682688	PDT000417173.1	DABIAQ010000061.1	228	1040	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken dung channel	environmental/other		GCA_013038325.1	2016/12/16	127	270
Escherichia coli	HAJ6523197.1	SAMN07682688	PDT000417173.1	DABIAQ010000126.1	7821	8633	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		China: Shandong	Chicken dung channel	environmental/other		GCA_013038325.1	2016/12/16	127	270
Escherichia coli	HAJ6430539.1	SAMN07682627	PDT000417190.1	DABIAB010000085.1	1	540	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	PARTIAL_CONTIG_ENDP	66.3	100	E.coli and Shigella		China: Shandong	Patient Sputum	clinical	Homo sapiens	GCA_013037945.1	2016/10/3	67	94
Escherichia coli		SAMN10531495	PDT000418729.1	CP034426.1	4599129	4599938	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100	E.coli and Shigella	WPB121	Singapore	ceftazidime (8 ppm) after mating experiment	environmental/other		GCA_003945445.1	2017/10/20	442	438
Escherichia coli	WP_023408309.1	SAMN07556529	PDT000346889.1	NZ_NRZJ01000031.1	2321	3133	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	A40	China	feces	clinical	Homo sapiens	GCA_003303125.1	16-Jul	0	0
Escherichia coli	WP_032495672.1	SAMN07556509	PDT000346910.1	NZ_NSAD01000010.1	4850	5662	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	A310	China	feces	clinical	Homo sapiens	GCA_003303565.1	16-Jun	0	0
Escherichia coli	WP_023408309.1	SAMN08932733	PDT000403584.1	NZ_CP033399.1	15694	16506	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	WCHEC020031	"China: Chengdu, Sichuan"		clinical	Homo sapiens	GCA_003711045.1	2016	828	276
Escherichia coli	WP_004201164.1	SAMN09273490	PDT000360974.1	NZ_CP029631.1	33320	34132	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	ST410	Ghana: Tamale	urine	clinical	Homo sapiens	GCA_003367575.1	15-Jun	0	0
Escherichia coli	WP_004201164.1	SAMN04158281	PDT000097035.1	NZ_LNGY01000017.1	129880	130692	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	K71-77	Norway	blood	clinical	Homo sapiens	GCA_001462715.1	2010	629	413
Escherichia coli	WP_004201164.1	SAMN04158313	PDT000097041.1	NZ_LNIE01000053.1	13711	14523	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	50739822	Norway	Wound secretion	clinical	Homo sapiens	GCA_001463325.1	2013	19	24
Escherichia coli	WP_032495622.1	SAMN04158305	PDT000097046.1	NZ_LNHW01000129.1	2359	3171	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	50673720	Norway	Rectal swab	clinical	Homo sapiens	GCA_001463535.1	2012	143	69
Escherichia coli	WP_023408309.1	SAMN04157977	PDT000101762.1	NZ_LLJV01000005.1	40432	41244	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	E1	China:Zhe Jiang	blood	clinical	Homo sapiens	GCA_001509675.1	2014/8/6	0	0
Escherichia coli	WP_023408309.1	SAMN04157978	PDT000101763.1	NZ_LLJU01000045.1	2249	3061	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	E2	China:Zhe Jiang	blood	clinical	Homo sapiens	GCA_001509655.1	2014/8/16	0	0
Escherichia coli	WP_040110383.1	SAMN03263950	PDT000046969.2	NZ_CP010373.2	8097	8891	-	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	BLASTP	97.78	100	E.coli and Shigella	6409	Colombia	excreted bodily substance	clinical	Homo sapiens	GCA_000814145.2	2012	0	0
Escherichia coli	WP_004201164.1	SAMN03263950	PDT000046969.2	NZ_CP010373.2	183987	184799	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	6409	Colombia	excreted bodily substance	clinical	Homo sapiens	GCA_000814145.2	2012	0	0
Escherichia coli	WP_004201164.1	SAMN03263950	PDT000046969.2	NZ_CP010373.2	192999	193811	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	6409	Colombia	excreted bodily substance	clinical	Homo sapiens	GCA_000814145.2	2012	0	0
Escherichia coli	WP_023408309.1	SAMN04884976	PDT000130968.1	NZ_LWQZ01000140.1	2265	3077	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	BJ10	China	liver ascites	clinical	Homo sapiens	GCA_001644175.1	2015/5/21	0	0
Escherichia coli	WP_023408309.1	SAMN14694487	PDT000734862.1	NZ_JABEYF010000118.1	2316	3128	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	GZB8C163M	China:Guangzhou	feed	environmental/other		GCA_013072925.1	18-Apr	0	0
Escherichia coli	WP_023408309.1	SAMN14694488	PDT000734864.1	NZ_JABEYE010000061.1	6375	7187	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	GZB8C166M	China:Guangzhou	feed	environmental/other		GCA_013072955.1	18-Apr	0	0
Escherichia coli	WP_023408309.1	SAMN14694486	PDT000734870.1	NZ_JABEYG010000157.1	2314	3126	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	GZB8C159M	China:Guangzhou	feed	environmental/other		GCA_013073055.1	18-Apr	0	0
Escherichia coli	WP_023408309.1	SAMN14694479	PDT000734998.1	NZ_JABEYN010000120.1	40536	41348	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	GZB8C127M	China:Guangzhou	soil	environmental/other		GCA_013073145.1	18-Apr	0	0
Escherichia coli	HAK9221028.1	SAMD00157543	PDT000760029.1	DABMGM010000050.1	486	1298	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	YJ2	Myanmar:Yangon		clinical	Homo sapiens	GCA_013765385.1	18-Mar	103	58
Escherichia coli	HAK9221185.1	SAMD00157543	PDT000760029.1	DABMGM010000087.1	6459	7271	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	YJ2	Myanmar:Yangon		clinical	Homo sapiens	GCA_013765385.1	18-Mar	101	58
Escherichia coli	HAK9225822.1	SAMD00157546	PDT000760032.1	DABMGN010000046.1	486	1298	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	YJ5	Myanmar:Yangon		clinical	Homo sapiens	GCA_013765345.1	18-Mar	71	45
Escherichia coli	HAK9225944.1	SAMD00157546	PDT000760032.1	DABMGN010000076.1	9017	9829	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	YJ5	Myanmar:Yangon		clinical	Homo sapiens	GCA_013765345.1	18-Mar	70	45
Escherichia coli	HAK9213139.1	SAMD00231967	PDT000762308.1	DABMGK010000065.1	493	1305	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M719	Myanmar:Yangon		clinical	Homo sapiens	GCA_013739915.1	2017/2/6	567	118
Escherichia coli	HAK9213406.1	SAMD00231967	PDT000762308.1	DABMGK010000141.1	5556	6368	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M719	Myanmar:Yangon		clinical	Homo sapiens	GCA_013739915.1	2017/2/6	547	118
Escherichia coli	WP_023408309.1	SAMN10613782	PDT000767317.1	NZ_JABEWM010000058.1	2308	3120	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	NJSDYYY42-CR	"China: Nanjing, Jiangsu"		clinical	Homo sapiens	GCA_013346985.1		0	0
Escherichia coli	EFH2920674.1	SAMN13352353	PDT000634305.1	AASVKL010000066.1	493	1305	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	CRE-19-VL-LA-PA-Ryan-0048	USA:PA		environmental/other		GCA_012593565.1	2019	51	89
Escherichia coli	EFH2920800.1	SAMN13352353	PDT000634305.1	AASVKL010000117.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	CRE-19-VL-LA-PA-Ryan-0048	USA:PA		environmental/other		GCA_012593565.1	2019	45	89
Escherichia coli	EFH3360559.1	SAMN13662977	PDT000649303.1	AASVNZ010000062.1	493	1305	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	CRE-19-VL-LA-PA-Ryan-0066	USA:PA		environmental/other		GCA_012596085.1	2019	75	108
Escherichia coli	EFH3360699.1	SAMN13662977	PDT000649303.1	AASVNZ010000114.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	CRE-19-VL-LA-PA-Ryan-0066	USA:PA		environmental/other		GCA_012596085.1	2019	72	108
Escherichia coli	EGA0156425.1	SAMN15688133	PDT000799983.1	AAVFOE010000077.1	535	1347	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		USA	urine	clinical	Homo sapiens	GCA_014048065.1	2020	5	46
Escherichia coli	EGA0128523.1	SAMN15688132	PDT000799984.1	AAVFOB010000061.1	484	1296	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		USA	urine	clinical	Homo sapiens	GCA_014048105.1	2020	13	37
Escherichia coli	EGA0128622.1	SAMN15688132	PDT000799984.1	AAVFOB010000103.1	525	1337	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		USA	urine	clinical	Homo sapiens	GCA_014048105.1	2020	13	37
Escherichia coli	EGA0142792.1	SAMN15688129	PDT000799986.1	AAVFOC010000053.1	495	1307	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		USA	urine	clinical	Homo sapiens	GCA_014047945.1	2019	34	41
Escherichia coli	EGA0142934.1	SAMN15688129	PDT000799986.1	AAVFOC010000089.1	6622	7434	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		USA	urine	clinical	Homo sapiens	GCA_014047945.1	2019	32	41
Escherichia coli	EGA0147237.1	SAMN15688128	PDT000799987.1	AAVFOA010000051.1	495	1307	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		USA	urine	clinical	Homo sapiens	GCA_014047995.1	2020	40	56
Escherichia coli	EGA0147407.1	SAMN15688128	PDT000799987.1	AAVFOA010000102.1	536	1348	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		USA	urine	clinical	Homo sapiens	GCA_014047995.1	2020	40	56
Escherichia coli	WP_023408309.1	SAMN14134961	PDT000708199.1	NZ_JAALAJ010000086.1	5803	6615	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M-D22-X3	China: Shandong		environmental/other	Swine	GCA_011077085.1	2017	0	0
Escherichia coli	WP_023408309.1	SAMN14134959	PDT000708201.1	NZ_JAALAL010000035.1	5803	6615	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M-A19-X3	China: Shandong		environmental/other	Swine	GCA_011077125.1	2017	0	0
