UID_NUCCORE	ACC_NUCCORE	Description_NUCCORE	CreateDate_NUCCORE	Topology_NUCCORE	Completeness_NUCCORE	TaxonID_NUCCORE	Genome_NUCCORE	Length_NUCCORE	Source_NUCCORE	UID_ASSEMBLY	Status_ASSEMBLY	SeqReleaseDate_ASSEMBLY	SubmissionDate_ASSEMBLY	Latest_ASSEMBLY	UID_BIOSAMPLE	ACC_BIOSAMPLE	Location_BIOSAMPLE	Coordinates_BIOSAMPLE	IsolationSource_BIOSAMPLE	Host_BIOSAMPLE	SamplType_BIOSAMPLE	taxon_name	taxon_rank	lineage	taxon_species_id	taxon_species_name	taxon_genus_id	taxon_genus_name	taxon_family_id	taxon_family_name	taxon_order_id	taxon_order_name	taxon_class_id	taxon_class_name	taxon_phylum_id	taxon_phylum_name	taxon_superkingdom_id	taxon_superkingdom_name	loc_lat	loc_lng	loc_parsed	GC_NUCCORE	Identical	OldVersion	hits_rMLST	hitscount_rMLST	D1	D2	plasmidfinder	pmlst	relaxase_type	mpf_type	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	host	country	isolation.source	reference.title	journal	pmid	subtype	abstract
1816954953	NZ_CP048797	Providencia vermicola strain P8538 plasmid p8538-NDM-1, complete sequence	2020/3/2	circular	complete	333965	plasmid	151684	RefSeq	5888781	Complete Genome	2020/2/19 0:00	2020/2/19 0:00	TRUE	14083272	SAMN14083272	Democratic Republic of the Congo: Kinshasa	4.4119 S 15.30 E	blood	Homo sapiens	Missing	Providencia vermicola	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Morganellaceae; Providencia	333965	Providencia vermicola	586	Providencia	1903414	Morganellaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	-4.4119	15.3	Missing	51.93428443	CP048797	Missing	Missing	0	-2.6381497	-0.5065787	IncC_1, JN157804	Missing	MOBH,MOBH	MPF_F	conjugative	CP015835	0.00296902	Escherichia coli	Homo sapiens	Democratic Republic of the Congo: Kinshasa	blood	First complete genome of Providencia vermicola: a clinical multidrug resistant NDM-1-producing strain isolated from bloodstream infection	Unpublished	Missing	NDM-1	Missing
1816029748	NZ_CP044464	Acinetobacter schindleri strain HZE23-1 plasmid pHZE23-1-1, complete sequence	2020/3/1	circular	complete	108981	plasmid	138456	RefSeq	5963751	Complete Genome	2020/2/21 0:00	2020/2/21 0:00	TRUE	12478518	SAMN12478518	China:Huizhou City, Guangdong Province	23.12 N 114.42 E	stool	goose	Missing	Acinetobacter schindleri	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	108981	Acinetobacter schindleri	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.12	114.42	Missing	44.73623389	CP044464	Missing	Missing	0	-5.577852	-3.7734528	Missing	Missing	MOBP,MOBP	-	mobilizable	CP040912	0.0394988	Acinetobacter pittii	goose	China:Huizhou City, Guangdong Province	stool	Non-baumannii Acinetobacter spp. carrying blaNDM-1 isolated in China	Unpublished	Missing	NDM-1	Missing
1816027022	NZ_CP044446	Acinetobacter indicus strain CMG3-2 plasmid pCMG3-2-1, complete sequence	2020/3/1	circular	complete	756892	plasmid	120957	RefSeq	5963711	Complete Genome	2020/2/21 0:00	2020/2/21 0:00	TRUE	12211912	SAMN12211912	China:Chengmai County, Hainan Province	19.12 N 110 E	stool	goose	Missing	Acinetobacter indicus	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	756892	Acinetobacter indicus	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	19.12	110	Missing	43.46007259	CP044446	Missing	Missing	0	-5.5748477	-3.8074853	Missing	Missing	MOBP,MOBP	-	mobilizable	CP040912	0.0417116	Acinetobacter pittii	goose	China:Chengmai County, Hainan Province	stool	Non-baumannii Acinetobacter spp. carrying blaNDM-1 isolated in China	Unpublished	Missing	NDM-1	Missing
1816026324	NZ_CP044475	Acinetobacter schindleri strain HZE33-1 plasmid pHZE33-1-1, complete sequence	2020/3/1	circular	complete	108981	plasmid	132305	RefSeq	5963781	Complete Genome	2020/2/21 0:00	2020/2/21 0:00	TRUE	12478520	SAMN12478520	China:Huizhou City, Guangdong Province	23.12 N 114.42 E	stool	goose	Missing	Acinetobacter schindleri	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	108981	Acinetobacter schindleri	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.12	114.42	Missing	43.28861343	CP044475	Missing	Missing	0	-5.5812254	-3.8027205	Missing	Missing	MOBP,MOBP	-	mobilizable	CP040912	0.0450347	Acinetobacter pittii	goose	China:Huizhou City, Guangdong Province	stool	Non-baumannii Acinetobacter spp. carrying blaNDM-1 isolated in China	Unpublished	Missing	NDM-1	Missing
1816023474	NZ_CP044484	Acinetobacter schindleri strain HZE30-1 plasmid pHZE30-1-1, complete sequence	2020/3/1	circular	complete	108981	plasmid	110146	RefSeq	5963761	Complete Genome	2020/2/21 0:00	2020/2/21 0:00	TRUE	12478519	SAMN12478519	China:Huizhou City, Guangdong Province	23.12 N 114.42 E	stool	goose	Missing	Acinetobacter schindleri	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	108981	Acinetobacter schindleri	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.12	114.42	Missing	42.51629655	CP044484	Missing	Missing	0	-5.572197	-3.806478	Missing	Missing	MOBP,MOBP	-	mobilizable	CP040912	0.0519203	Acinetobacter pittii	goose	China:Huizhou City, Guangdong Province	stool	Non-baumannii Acinetobacter spp. carrying blaNDM-1 isolated in China	Unpublished	Missing	NDM-1	Missing
1815997568	NZ_CP044451	Acinetobacter indicus strain MMS9-2 plasmid pMMS9-2-1, complete sequence	2020/3/1	circular	complete	756892	plasmid	121603	RefSeq	5963731	Complete Genome	2020/2/21 0:00	2020/2/21 0:00	TRUE	12211923	SAMN12211923	China:Maoming City, Guangdong Province	21.63 N 110.92 E	soil	Missing	Missing	Acinetobacter indicus	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	756892	Acinetobacter indicus	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	21.63	110.92	Missing	43.32294434	CP044451	Missing	Missing	0	-5.5714507	-3.8153257	Missing	Missing	MOBP,MOBP	-	mobilizable	CP040912	0.0421447	Acinetobacter pittii	Missing	China:Maoming City, Guangdong Province	soil	Non-baumannii Acinetobacter spp. carrying blaNDM-1 isolated in China	Unpublished	Missing	NDM-1	Missing
1812206120	MT002974	Acinetobacter baumannii strain AB17 plasmid pAB17, complete sequence	2020/2/29	circular	complete	470	plasmid	41087	INSDC	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Acinetobacter baumannii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	470	Acinetobacter baumannii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	38.31382189	Missing	Missing	Missing	0	1.0656086	-6.4257984	Missing	Missing	MOBQ	MPF_T	conjugative	CP027532	2.38E-05	Acinetobacter baumannii	Homo sapiens	Brazil	Missing	Draft genome sequence of Acinetobacter baumannii AB17	Unpublished	Missing	NDM-1	Missing
1812225862	MN175386	Klebsiella pneumoniae strain KP-13-14 plasmid pKP-13-14-NDM-9, complete sequence	2020/2/29	circular	complete	573	plasmid	358655	INSDC	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Klebsiella pneumoniae	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	573	Klebsiella pneumoniae	570	Klebsiella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	47.58305335	Missing	Missing	Missing	0	-3.6127434	-3.2761288	IncQ1_1, M28829	Missing	MOBH	MPF_F	conjugative	CP012556	0.0623675	Raoultella ornithinolytica	Homo sapiens	China	wound on male	Direct Submission	Submitted (12-JUL-2019) Institute of Drug Discovery & Development, Zhengzhou University, 100 Science Avenue, Zhengzhou City, Zhengzhou, Henan 450001, China	Missing	NDM-1	Missing
1810790928	MN276083	Escherichia coli strain GZ7DS11 plasmid pHN7DS11,complete sequence	2020/2/23	circular	complete	562	plasmid	115619	INSDC	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	54.40974234	Missing	Missing	Missing	0	-1.7218325	4.253895	IncB/O/K/Z_1, CU928147	Missing	MOBP	MPF_I	conjugative	MG601057	0.00238081	Escherichia coli	Missing	China:Guangzhou	dog	Complete sequence of plasmid pHN7DS11	Unpublished	Missing	NDM-1	Missing
1810790878	MN276082	Citrobacter freundii strain GZ7DS4 plasmid pHN7DS4,complete sequence	2020/2/23	circular	complete	546	plasmid	45907	INSDC	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Citrobacter freundii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex	546	Citrobacter freundii	544	Citrobacter	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	46.62034112	Missing	Missing	Missing	0	-3.116376	18.705591	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	CP012990	0.000264084	Klebsiella pneumoniae	Missing	China:Guangzhou	dog	complete sequence of plasmid pHN7DS4	Unpublished	Missing	NDM-1	Missing
1810790728	MN276079	Escherichia coli strain GZ7CS2 plasmid pHN7CS2,complete sequence	2020/2/23	circular	complete	562	plasmid	46161	INSDC	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	46.65193562	MN276080	Missing	Missing	0	-3.2587643	18.85092	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	CP012990	4.77E-05	Klebsiella pneumoniae	Missing	China:Guangzhou	cat	complete sequence of plasmid pHN7CS2	Unpublished	Missing	NDM-1	Missing
1810790678	MN276078	Enterobacter cloacae strain GZ6DS3 plasmid pHN6DS3,complete sequence	2020/2/23	circular	complete	550	plasmid	46161	INSDC	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Enterobacter cloacae	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	550	Enterobacter cloacae	547	Enterobacter	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	46.65193562	Missing	Missing	Missing	0	-3.1961038	18.827112	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	CP012990	2.38E-05	Klebsiella pneumoniae	Missing	China:Guangzhou	dog	Complelte sequence of plasmid pHN6DS3	Unpublished	Missing	NDM-1	Missing
1674558957	MK368725	Escherichia coli strain JN24 plasmid pJN24NDM1, complete sequence	2020/2/22	circular	complete	562	plasmid	41190	INSDC	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	50.80844865	Missing	Missing	Missing	0	-1.1475194	-4.133429	IncN2_1, JF785549	IncN MLST(-):repN(-);traJ(-);korA(-);(-);(-);(-);(-)	MOBF	MPF_T	conjugative	NC_024954	4.77E-05	Escherichia coli	Missing	Missing	abdominal fluid	Genotypic and Phenotypic Characterization of Clinical Escherichia coli Sequence Type 405 Carrying IncN2 Plasmid Harboring bla NDM-1	Front Microbiol 10, 788 (2019)	31105653	NDM-1	We report a bla NDM-carrying ST405 Escherichia coli recovered from the abdominal fluid of a patient in Shandong, China. This strain belonged to the high-risk phylogenetic group D and carried the virulence genes, papG II, papG III, papC, and iroN. In addition to bla NDM-1, this isolate carried the quinolone resistance gene acc(6')-Ib and extended-spectrum beta-lactamase (ESBL) genes bla CTX-M-15 and bla CTX-M-14. bla NDM-1 was located on a 41 Kb IncN2 self-transmissible plasmid. The IncN2 plasmid named as pJN24NDM1 was fully sequenced and analyzed. Genome comparative analysis showed that IncN2 plasmids harboring carbapenem-resistance genes possessed conserved backbones and variable accessory regions. Phylogenetic analysis of 87 IncN plasmids based on orthologous genes indicated that 9 IncN2 plasmids fell into one phylogenetic clade, while 4 IncN3 plasmids were in two phylogenetic clades of the 74 IncN1 plasmids. The presence of IncN2 plasmids harboring bla NDM in the high-risk clone ST405 E. coli raises serious concerns for its potential of dissemination.
1811459114	CP046596	Acinetobacter indicus strain FS42-2 plasmid pFS42-2-1, complete sequence	2020/2/21	circular	complete	756892	plasmid	140938	INSDC	5963721	Complete Genome	2020/2/21 0:00	2020/2/21 0:00	TRUE	12211917	SAMN12211917	China:Foshan City, Guangdong Province	23.02 N 113.12 E	stool	duck	Missing	Acinetobacter indicus	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	756892	Acinetobacter indicus	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.02	113.12	Missing	43.3793583	Missing	Missing	Missing	0	-5.57814	-3.798377	Missing	Missing	MOBP,MOBP	-	mobilizable	CP040912	0.0424367	Acinetobacter pittii	duck	China:Foshan City, Guangdong Province	stool	Non-baumannii Acinetobacter spp. carrying blaNDM-1 isolated in China	Unpublished	Missing	NDM-1	Missing
1811246812	NZ_CP048374	Escherichia coli strain 164 plasmid pC-F-163_C, complete sequence	2020/2/20	circular	complete	562	plasmid	10494	RefSeq	5697281	Complete Genome	2020/2/9 0:00	2020/2/9 0:00	TRUE	13951917	SAMN13951917	Switzerland	Missing	environment	Missing	cell culture	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	46.7985624	8.2319736	Switzerland	56.3464837	CP048374	Missing	Missing	0	0.6253589	-5.6268096	Missing	Missing	-	-	non-mobilizable	MH917716	0.0190552	Escherichia coli	Missing	Switzerland	environment	Environmental dissemination of Carbapenemase-producing Enterobacteriaceae in Switzerland	Unpublished	Missing	NDM-5	Missing
1811173305	NZ_CP048368	Escherichia coli strain 163 plasmid pC-F-164_A-OXA140, complete sequence	2020/2/20	circular	complete	562	plasmid	132482	RefSeq	5697291	Complete Genome	2020/2/9 0:00	2020/2/9 0:00	TRUE	13951916	SAMN13951916	Switzerland	Missing	environment	Missing	cell culture	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	46.7985624	8.2319736	Switzerland	52.42146103	CP048368	Missing	Missing	0	0.8174406	5.4149756	IncFIA_1, AP001918|IncFII_1, AY458016	IncF RST(F36:A-:B-):FIA(4,20);FIB(-);FIC(-);FII(36);FIIK(-);FIIS(-);FIIY(-)	MOBF	MPF_F	conjugative	AP018833	0.00123693	Escherichia coli	Missing	Switzerland	environment	Environmental dissemination of Carbapenemase-producing Enterobacteriaceae in Switzerland	Unpublished	Missing	NDM-5	Missing
1811174983	NZ_CP048377	Escherichia coli strain 38 plasmid p38_A-OXA140, complete sequence	2020/2/20	circular	complete	562	plasmid	86996	RefSeq	5697301	Complete Genome	2020/2/9 0:00	2020/2/9 0:00	TRUE	13951915	SAMN13951915	Switzerland	Missing	environment	Missing	cell culture	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	46.7985624	8.2319736	Switzerland	50.54485264	CP048377	Missing	Missing	0	0.21948569	5.453121	IncFIB(AP001918)_1, AP001918|IncFII(pAMA1167-NDM-5)_1, CP024805|IncFIA_1, AP001918	IncF RST(F1:A-:B-):FIA(1,6);FIB(49?);FIC(-);FII(1);FIIK(-);FIIS(-);FIIY(-)	-	-	non-mobilizable	CP024805	0.00705245	Escherichia coli	Missing	Switzerland	environment	Environmental dissemination of Carbapenemase-producing Enterobacteriaceae in Switzerland	Unpublished	Missing	NDM-5	Missing
1806596325	MN657252	Enterobacteriaceae bacterium strain 21-16 plasmid pPS-T1, complete sequence	2020/2/12	circular	complete	1849603	plasmid	168682	INSDC	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Enterobacteriaceae bacterium	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; unclassified Enterobacteriaceae; unclassified Enterobacteriaceae (miscellaneous)	1849603	Enterobacteriaceae bacterium	Missing	Missing	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	50.70902645	Missing	Missing	Missing	0	-2.5156837	-0.62798816	IncC_1, JN157804	Missing	MOBH,MOBH	MPF_F	conjugative	CP021551	0.00430121	Proteus mirabilis	Homo sapiens	Germany	Missing	IS26-Mediated Transfer of bla NDM-1 as the Main Route of Resistance Transmission During a Polyclonal, Multispecies Outbreak in a German Hospital	Front Microbiol 10, 2817 (2019)	31921015	NDM-1	One of the most demanding challenges in infection control is the worldwide dissemination of multidrug-resistant (MDR) bacteria in clinical settings. Especially the increasing prevalence of carbapenemase producing Gram-negative pathogens poses an urgent threat to public health, as these enzymes confer resistance to almost all beta-lactam antibiotics including carbapenems. In this study, we report a prolonged nosocomial outbreak of various NDM-1-producing Enterobacterales species due to clonal spread and cross-species exchange of plasmids and possibly transposons. Between July 2015 and September 2017, a total of 51 carbapenemase-positive isolates were collected from 38 patients and three environmental sources in a single German hospital. Combining molecular typing methods and whole genome sequencing, the metallo-beta-lactamase gene bla NDM-1 was found to be present in 35 isolates of which seven additionally carried the carbapenemase gene bla KPC-2. Core genome MLST (cgMLST) revealed different clusters of closely related isolates of Escherichia coli, Klebsiella pneumoniae, Citrobacter freundii, Morganella morganii or Enterobacter cloacae indicating clonal spread. The detailed reconstruction of the plasmid sequences revealed that in all outbreak-associated isolates blaNDM-1 was located on similar composite transposons, which were also very similar to Tn125 previously described for Acinetobacter baumannii. In contrast to Tn125, these structures were flanked by IS26 elements, which could facilitate horizontal gene transfer. Moreover, the identical plasmid was found to be shared by E. coli and M. morganii isolates. Our results highlight the importance of detailed genome-based analyses for complex nosocomial outbreaks, allowing the identification of causal genetic determinants and providing insights into potential mechanisms involved in the dissemination of antibiotic resistances between different bacterial species.
1806596002	MN657250	Enterobacteriaceae bacterium strain 1083-16 plasmid pKP39-T4, complete sequence	2020/2/12	circular	complete	1849603	plasmid	156376	INSDC	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Enterobacteriaceae bacterium	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; unclassified Enterobacteriaceae; unclassified Enterobacteriaceae (miscellaneous)	1849603	Enterobacteriaceae bacterium	Missing	Missing	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	51.2521103	Missing	Missing	Missing	0	-2.5731902	-0.5682141	IncC_1, JN157804	Missing	MOBH,MOBH	MPF_F	conjugative	AP018143	0.00331442	Escherichia coli	Homo sapiens	Germany	Missing	IS26-Mediated Transfer of bla NDM-1 as the Main Route of Resistance Transmission During a Polyclonal, Multispecies Outbreak in a German Hospital	Front Microbiol 10, 2817 (2019)	31921015	NDM-1	One of the most demanding challenges in infection control is the worldwide dissemination of multidrug-resistant (MDR) bacteria in clinical settings. Especially the increasing prevalence of carbapenemase producing Gram-negative pathogens poses an urgent threat to public health, as these enzymes confer resistance to almost all beta-lactam antibiotics including carbapenems. In this study, we report a prolonged nosocomial outbreak of various NDM-1-producing Enterobacterales species due to clonal spread and cross-species exchange of plasmids and possibly transposons. Between July 2015 and September 2017, a total of 51 carbapenemase-positive isolates were collected from 38 patients and three environmental sources in a single German hospital. Combining molecular typing methods and whole genome sequencing, the metallo-beta-lactamase gene bla NDM-1 was found to be present in 35 isolates of which seven additionally carried the carbapenemase gene bla KPC-2. Core genome MLST (cgMLST) revealed different clusters of closely related isolates of Escherichia coli, Klebsiella pneumoniae, Citrobacter freundii, Morganella morganii or Enterobacter cloacae indicating clonal spread. The detailed reconstruction of the plasmid sequences revealed that in all outbreak-associated isolates blaNDM-1 was located on similar composite transposons, which were also very similar to Tn125 previously described for Acinetobacter baumannii. In contrast to Tn125, these structures were flanked by IS26 elements, which could facilitate horizontal gene transfer. Moreover, the identical plasmid was found to be shared by E. coli and M. morganii isolates. Our results highlight the importance of detailed genome-based analyses for complex nosocomial outbreaks, allowing the identification of causal genetic determinants and providing insights into potential mechanisms involved in the dissemination of antibiotic resistances between different bacterial species.
1806595811	MN657249	Enterobacteriaceae bacterium strain 1086-16 plasmid pKP39-T3, complete sequence	2020/2/12	circular	complete	1849603	plasmid	155176	INSDC	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Enterobacteriaceae bacterium	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; unclassified Enterobacteriaceae; unclassified Enterobacteriaceae (miscellaneous)	1849603	Enterobacteriaceae bacterium	Missing	Missing	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	51.2321493	Missing	Missing	Missing	0	-2.5386097	-0.6065225	IncC_1, JN157804	Missing	MOBH,MOBH	MPF_F	conjugative	AP018143	0.00299754	Escherichia coli	Homo sapiens	Germany	Missing	IS26-Mediated Transfer of bla NDM-1 as the Main Route of Resistance Transmission During a Polyclonal, Multispecies Outbreak in a German Hospital	Front Microbiol 10, 2817 (2019)	31921015	NDM-1	One of the most demanding challenges in infection control is the worldwide dissemination of multidrug-resistant (MDR) bacteria in clinical settings. Especially the increasing prevalence of carbapenemase producing Gram-negative pathogens poses an urgent threat to public health, as these enzymes confer resistance to almost all beta-lactam antibiotics including carbapenems. In this study, we report a prolonged nosocomial outbreak of various NDM-1-producing Enterobacterales species due to clonal spread and cross-species exchange of plasmids and possibly transposons. Between July 2015 and September 2017, a total of 51 carbapenemase-positive isolates were collected from 38 patients and three environmental sources in a single German hospital. Combining molecular typing methods and whole genome sequencing, the metallo-beta-lactamase gene bla NDM-1 was found to be present in 35 isolates of which seven additionally carried the carbapenemase gene bla KPC-2. Core genome MLST (cgMLST) revealed different clusters of closely related isolates of Escherichia coli, Klebsiella pneumoniae, Citrobacter freundii, Morganella morganii or Enterobacter cloacae indicating clonal spread. The detailed reconstruction of the plasmid sequences revealed that in all outbreak-associated isolates blaNDM-1 was located on similar composite transposons, which were also very similar to Tn125 previously described for Acinetobacter baumannii. In contrast to Tn125, these structures were flanked by IS26 elements, which could facilitate horizontal gene transfer. Moreover, the identical plasmid was found to be shared by E. coli and M. morganii isolates. Our results highlight the importance of detailed genome-based analyses for complex nosocomial outbreaks, allowing the identification of causal genetic determinants and providing insights into potential mechanisms involved in the dissemination of antibiotic resistances between different bacterial species.
