Scientific name	Protein	BioSample	Location	Collection date	Isolate	AMRFinderPlus analysis type	Isolation type	Contig	Start	Assembly	Stop	Host	Isolation source	Strand	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	% Identity to reference
Klebsiella pneumoniae	WP_004201164.1	SAMN15898430	Bangladesh	43363	PDT000945123.2	COMBINED	clinical	NZ_JACSFE010000061.1	6055	GCA_016761895.1	6867	Homo sapiens	Pus	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN15898429	Bangladesh	43335	PDT000945124.2	COMBINED	clinical	NZ_JACSFF010000062.1	7436	GCA_016761915.1	8248	Homo sapiens	Pus	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN15898427	Bangladesh	43279	PDT000945125.2	COMBINED	clinical	NZ_JACSFH010000047.1	2466	GCA_016761935.1	3278	Homo sapiens	Pus	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN15898428	Bangladesh	43321	PDT000945126.2	COMBINED	clinical	NZ_JACSFG010000066.1	3133	GCA_016761955.1	3945	Homo sapiens	Pus	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN15898425	Bangladesh	43244	PDT000945128.2	COMBINED	clinical	NZ_JACSFJ010000038.1	571	GCA_016761995.1	1383	Homo sapiens	Pus	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN15898415	Bangladesh	43738	PDT000945138.2	COMBINED	clinical	NZ_JACSFS010000058.1	2210	GCA_016762195.1	3022	Homo sapiens	urine	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN15898413	Bangladesh	43733	PDT000945140.2	COMBINED	clinical	NZ_JACSFU010000064.1	457	GCA_016762225.1	1269	Homo sapiens	urine	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17348776	Qatar	42802	PDT000950672.1	COMBINED	clinical	NZ_JAFBKX010000084.1	374	GCA_016810935.1	1186	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17348780	Qatar	43752	PDT000950673.1	COMBINED	clinical	NZ_JAFBLA010000028.1	203	GCA_016810955.1	1015	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN17348778	Qatar	43212	PDT000950674.1	COMBINED	clinical	NZ_JAFBKY010000054.1	195	GCA_016810965.1	1007	Homo sapiens	urine	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN17372728	China: Jiangsu	44119	PDT000950677.1	COMBINED	clinical	NZ_CP069173.1	24560	GCA_016812055.1	25372	Homo sapiens	sputum	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17673831	Lebanon	43567	PDT000967394.1	COMBINED	clinical	NZ_JAFEVI010000170.1	2444	GCA_016901455.1	3256	Homo sapiens	blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN17492649	India: Surat	42736	PDT000971336.1	COMBINED	clinical	NZ_JAFFQZ010000030.1	57588	GCA_016918325.1	58400	Homo sapiens	urine	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17492642	India: Vadodara	42705	PDT000971341.1	COMBINED	clinical	NZ_JAFFRG010000069.1	7076	GCA_016918445.1	7888	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17976248	China	43941	PDT000975915.1	COMBINED	clinical	NZ_CP070900.1	52472	GCA_017084505.1	53284	Homo sapiens	cerebrospinal fluid	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN18360095	Egypt: Assiut	2016	PDT000990576.1	COMBINED	clinical	NZ_JAGFBT010000030.1	18222	GCA_017581855.1	19034	Homo sapiens	not collected	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17168601	Poland: Gdansk	2018	PDT001007127.1	COMBINED	clinical	NZ_JAEMHA010000057.1	1904	GCA_017975975.1	2716	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17168600	Poland: Gdansk	2018	PDT001007128.1	COMBINED	clinical	NZ_JAEMGZ010000050.1	9034	GCA_017975995.1	9846	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17168598	Poland: Gdansk	2018	PDT001007130.1	COMBINED	clinical	NZ_JAEMGX010000052.1	9034	GCA_017976035.1	9846	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17168599	Poland: Gdansk	2016	PDT001007131.1	COMBINED	clinical	NZ_JAEMGY010000029.1	72146	GCA_017976045.1	72958	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17168597	Poland: Gdansk	2018	PDT001007132.1	COMBINED	clinical	NZ_JAEMGW010000046.1	12849	GCA_017976075.1	13661	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17168596	Poland: Torun	2018	PDT001007133.1	COMBINED	clinical	NZ_JAEMGV010000050.1	9034	GCA_017976085.1	9846	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN18511063	USA	2020	PDT001009213.1	COMBINED	clinical	NZ_JAGKMU010000068.1	290	GCA_018067885.1	1102	Homo sapiens	urine	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN18511030	USA	2019	PDT001009222.1	COMBINED	clinical	NZ_JAGKOB010000040.1	2516	GCA_018068525.1	3328	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17736022	Switzerland	2020	PDT001012047.1	COMBINED	clinical	NZ_CP071086.1	2012758	GCA_018128465.1	2013570	Homo sapiens	outer malleolus	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN14996661	Pakistan	2018	PDT001020836.1	COMBINED	clinical	NZ_JABMDC010000033.1	5671	GCA_018283475.1	6483	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17102041	Spain	42596	PDT001033286.1	COMBINED	clinical	NZ_JAFENO010000031.1	6174	GCA_018350455.1	6986	Homo sapiens	Rectum	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN15850646	Colombia	2016	PDT001033290.1	COMBINED	clinical	NZ_JAEKNY010000064.1	5717	GCA_018359185.1	6529	Homo sapiens	respiratory tract	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN18317283	India	2015	PDT001057371.1	COMBINED	clinical	NZ_CP075892.1	35155	GCA_018604385.1	35967	Homo sapiens	blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN19290753	China: Bejing	44075	PDT001058139.1	COMBINED	clinical	NZ_CP076035.1	2173	GCA_018623105.1	2985	Homo sapiens	balf	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN15649191	"China: Chengdu, Sichuan"	43702	PDT000801551.1	COMBINED	clinical	NZ_JACEZO010000035.1	259	GCA_014040905.1	1071	Homo sapiens	sputum	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3512046	Germany	2014	PDT000369263.1	COMBINED	clinical	NZ_UKKE01000035.1	5083	GCA_900512285.1	5895	Homo sapiens	Lower Respiratory Tract Secrection	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN06671968	"China: Sichuan, Chengdu"	42095	PDT000234610.1	COMBINED	clinical	NZ_NBXW01000030.1	6827	GCA_002257775.1	7639	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN06671958	"China: Sichuan, Chengdu"	42217	PDT000234617.1	COMBINED	clinical	NZ_NBYG01000029.1	341	GCA_002257875.1	1153	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3729654	Turkey	2013	PDT000370582.1	COMBINED	clinical	NZ_UJRI01000038.1	14398	GCA_900507395.1	15210	Homo sapiens	Wound Secretion	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3729770	Turkey	2014	PDT000370653.1	COMBINED	clinical	NZ_UJUM01000043.1	14398	GCA_900508065.1	15210	Homo sapiens	Wound Secretion	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA2072940	Nepal	2012	PDT000050979.1	COMBINED	clinical	NZ_CDQG01000062.1	429	GCA_000943095.1	1241	Homo sapiens	Tracheal aspiration	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN04456062	Lebanon	2015	PDT000129635.1	COMBINED	clinical	NZ_LSBZ01000170.1	4484	GCA_001640185.1	5296	Homo sapiens	urine from Syrian refugee	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN07265011	USA: Nevada	42601	PDT000222346.1	COMBINED	clinical	NZ_CP022126.1	800	GCA_002211905.1	1612	Homo sapiens	wound	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN02152539	USA	2010	PDT000022644.2	COMBINED	clinical	NZ_CP006661.1	122191	GCA_000364385.3	123003	Homo sapiens	hospital patients	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN02996352	USA: California	41791	PDT000061678.1	COMBINED	clinical	NZ_JQCW01000040.1	9460	GCA_000956395.1	10272	Homo sapiens	respiratory secretion	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN02996352	USA: California	41791	PDT000061807.1	COMBINED	clinical	NZ_LAFV01000013.1	478	GCA_000958975.1	1290	Homo sapiens	respiratory secretion	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN04044480	Korea: Seoul	41423	PDT000086751.1	COMBINED	clinical	NZ_CP012754.1	7770	GCA_001307175.1	8582	Homo sapiens	Burn Patient	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN04498375	Saudi Arabia: Makkah	2015	PDT000111253.1	COMBINED	clinical	NZ_LSTN01000037.1	7190	GCA_001574505.1	8002	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN04168655	Canada: Calgary	41506	PDT000162477.1	COMBINED	clinical	NZ_LLWX01000128.1	2377	GCA_001884325.1	3189	environmental	hospital room swab	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN04168650	Canada: Calgary	41452	PDT000162479.1	COMBINED	clinical	NZ_LLWT01000106.1	2377	GCA_001884335.1	3189	Homo sapiens	rectal swab	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN04168660	Canada: Calgary	41506	PDT000162480.1	COMBINED	clinical	NZ_LLWY01000018.1	2377	GCA_001884385.1	3189	environmental	hospital room swab	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN04168653	Canada: Calgary	41501	PDT000162482.1	COMBINED	clinical	NZ_LLWW01000057.1	2377	GCA_001884415.1	3189	Homo sapiens	rectal swab	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN04168662	Canada: Calgary	41506	PDT000162483.1	COMBINED	clinical	NZ_LLXA01000027.1	2377	GCA_001884425.1	3189	environmental	hospital room swab	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN04168661	Canada: Calgary	41506	PDT000162484.1	COMBINED	clinical	NZ_LLWZ01000088.1	2377	GCA_001884465.1	3189	environmental	hospital room swab	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN04168689	Canada: Calgary	41506	PDT000162485.1	COMBINED	clinical	NZ_LLXB01000069.1	2377	GCA_001884485.1	3189	environmental	hospital room swab	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN06670984	Philippines	41336	PDT000205340.1	COMBINED	clinical	NZ_NBOL01000064.1	2316	GCA_002108245.1	3128	Homo sapiens	lumbar drain tip	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN06670986	Philippines	41339	PDT000205347.1	COMBINED	clinical	NZ_NBON01000063.1	2316	GCA_002108405.1	3128	Homo sapiens	lumbar drain tip	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN06208877	Tunisia: Sousse	42552	PDT000217893.1	COMBINED	clinical	NZ_MSZA01000058.1	1759	GCA_002189385.1	2571	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN07816529	Greece: Larissa	2015	PDT000262354.1	COMBINED	clinical	NZ_PELJ01000032.1	59528	GCA_002759035.1	60340	Homo sapiens	Pig-tail ureteric stent	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA4364577	Thailand	2016	PDT000354574.1	COMBINED	clinical	NZ_UFEE01000042.1	4126	GCA_900493765.1	4938	Homo sapiens	not available	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA4364596	Thailand	2016	PDT000354592.1	COMBINED	clinical	NZ_UFEH01000037.1	4165	GCA_900493825.1	4977	Homo sapiens	not available	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA4364613	Thailand	2016	PDT000354608.1	COMBINED	clinical	NZ_UFFA01000029.1	2581	GCA_900493955.1	3393	Homo sapiens	not available	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA4364617	Thailand	2016	PDT000354612.1	COMBINED	clinical	NZ_UFHR01000029.1	621	GCA_900494755.1	1433	Homo sapiens	not available	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA4364618	Thailand	2016	PDT000354613.1	COMBINED	clinical	NZ_UFHD01000034.1	4074	GCA_900494635.1	4886	Homo sapiens	not available	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA4364631	Thailand	2016	PDT000354626.1	COMBINED	clinical	NZ_UFFH01000031.1	13764	GCA_900494015.1	14576	Homo sapiens	not available	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA4364633	Thailand	2016	PDT000354627.1	COMBINED	clinical	NZ_UFHP01000024.1	684	GCA_900494505.1	1496	Homo sapiens	not available	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA4364651	Thailand	2016	PDT000354644.1	COMBINED	clinical	NZ_UFFW01000029.1	13765	GCA_900494195.1	14577	Homo sapiens	not available	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA4364660	Thailand	2016	PDT000354652.1	COMBINED	clinical	NZ_UFGI01000037.1	4088	GCA_900494375.1	4900	Homo sapiens	not available	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3499003	Czech Republic	2014	PDT000369064.1	COMBINED	clinical	NZ_UKFU01000023.1	73244	GCA_900511105.1	74056	Homo sapiens	Wound Secretion	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3499895	Austria	2014	PDT000369103.1	COMBINED	clinical	NZ_UKBB01000056.1	446	GCA_900509915.1	1258	Homo sapiens	Lower Respiratory Tract Secrection	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3499901	Austria	2014	PDT000369108.1	COMBINED	clinical	NZ_UKGE01000037.1	11061	GCA_900511255.1	11873	Homo sapiens	Wound Secretion	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3499939	Poland	2013	PDT000369137.1	COMBINED	clinical	NZ_UKCJ01000037.1	14408	GCA_900510265.1	15220	Homo sapiens	Lower Respiratory Tract Secrection	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3538547	Montenegro	2014	PDT000369558.1	COMBINED	clinical	NZ_UKQD01000048.1	2409	GCA_900513855.1	3221	Homo sapiens	Other (tracheoflex)	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3538552	Montenegro	2014	PDT000369563.1	COMBINED	clinical	NZ_UKQM01000046.1	2409	GCA_900513935.1	3221	Homo sapiens	Other (tracheoflex)	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3538553	Montenegro	2014	PDT000369564.1	COMBINED	clinical	NZ_UKQL01000050.1	2409	GCA_900513925.1	3221	Homo sapiens	Other (tube)	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3538555	Montenegro	2014	PDT000369566.1	COMBINED	clinical	NZ_UKQQ01000046.1	2409	GCA_900513975.1	3221	Homo sapiens	Lower Respiratory Tract Secrection	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3538558	Montenegro	2014	PDT000369569.1	COMBINED	clinical	NZ_UKQR01000048.1	2409	GCA_900513945.1	3221	Homo sapiens	Other (tube)	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649637	Greece	2014	PDT000369922.1	COMBINED	clinical	NZ_UIRS01000032.1	17936	GCA_900500735.1	18748	Homo sapiens	Other (CVC)	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649713	Greece	2014	PDT000369967.1	COMBINED	clinical	NZ_UIZA01000023.1	59544	GCA_900502635.1	60356	Homo sapiens	Wound Secretion	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649809	Denmark	2014	PDT000370025.1	COMBINED	clinical	NZ_UIYW01000030.1	2482	GCA_900502585.1	3294	Homo sapiens	Puncture Fluids	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3673042	Slovenia	2013	PDT000370151.1	COMBINED	clinical	NZ_UJAU01000063.1	2407	GCA_900503095.1	3219	Homo sapiens	Lower Respiratory Tract Secrection	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3720963	Romania	2014	PDT000370245.1	COMBINED	clinical	NZ_UJFK01000045.1	335	GCA_900504085.1	1147	Homo sapiens	Lower Respiratory Tract Secrection	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
